name,screen_name,id,created_at,text,label
Adrian Bailey,AdrianBailey4MP,742788278231924736,2016-06-14 18:38:20,RT @WeAreBCR: Our EU Referendum panel: LEAVE @JamesJimCarver @DisparateDanny ; REMAIN @AdrianBailey4MP  + @tomfury2020 plus undecided voter…,Stay
Adrian Bailey,AdrianBailey4MP,742703170632200192,2016-06-14 13:00:09,"Senior Labour figures warn that leaving the EU could costs over 500,000 jobs: https://t.co/powqINVMxH #StrongerIn",Stay
Adrian Bailey,AdrianBailey4MP,740561738941235200,2016-06-08 15:10:52,BREAKING: Voter registration has re-opened. Register now to vote: https://t.co/CYzaprGc7x … #StrongerIn #LabourIn,Stay
Adrian Bailey,AdrianBailey4MP,740154049887109120,2016-06-07 12:10:51,RT @mattteale: Just recorded #EUreferendum debate between @KeithRoweUKIP &amp; @AdrianBailey4MP on national security &amp; Armed Forces. Lively! @I…,Stay
Adrian Bailey,AdrianBailey4MP,739879924077580288,2016-06-06 18:01:34,I’m registered – are you? Don’t miss out. Register to vote for the #EUReferendum by 7 June #TurnUp https://t.co/MZ61vROiZO,Stay
Adrian Bailey,AdrianBailey4MP,722019687136169984,2016-04-18 11:11:22,"Treasury analysis shows British families will be £4,300 worse off if we leave Europe #StrongerIn https://t.co/HQMuiDNUuu",Stay
Adrian Bailey,AdrianBailey4MP,711178255425007616,2016-03-19 13:11:23,RT @benwesson: Time is running out to register to vote in the #EUref. Deadline is 7th June. Registering is quick &amp; easy. See: https://t.co/…,Stay
Adrian Bailey,AdrianBailey4MP,711166357375741952,2016-03-19 12:24:07,"RT @benwesson: ""There is a real and compelling case for Britain's membership of the European Union. Let's make it"" @AdrianBailey4MP https:/…",Stay
Adrian Bailey,AdrianBailey4MP,711166305366310912,2016-03-19 12:23:54,RT @Nadoraexplorer: .@AdrianBailey4MP at #EUref Q&amp;A w/ @NeenaGmep costs of trading with EU if we leave could cripple local businesses https…,Stay
Adrian Bailey,AdrianBailey4MP,711166247279456256,2016-03-19 12:23:40,RT @Victoria_Fowler: 'It's so important we share with ppl why we r voting IN' #EUreferendum  @AdrianBailey4MP @EmmaReynoldsMP @NeenaGmep ht…,Stay
Adrian Bailey,AdrianBailey4MP,710822245158035456,2016-03-18 13:36:44,RT @Jasniquegill: Prep for tomorrow's #LabourInforBritain @UKLabour event w/ @NeenaGmep @EmmaReynoldsMP &amp; @AdrianBailey4MP #No2Brexit https…,Stay
Adrian Bailey,AdrianBailey4MP,710484387335426049,2016-03-17 15:14:12,RT @LabourBIS: A vote for Brexit is a vote for uncertainty in higher education  @angelaeagle writes for @timeshighered https://t.co/Cz0U5wf…,Stay
Adrian Bailey,AdrianBailey4MP,707168205517807617,2016-03-08 11:36:53,"The EU protects parental leave, promotes pay transparency &amp; champions women: https://t.co/VnS4kftVWy #InternationalWomensDay #StrongerIn",Stay
Adrian Bailey,AdrianBailey4MP,705055447900950529,2016-03-02 15:41:32,"•Being in Europe gives Britain the best of both worlds: we’re in the parts that work for us, but outside those that don't #StrongerIn",Stay
Adrian Bailey,AdrianBailey4MP,694818488951635968,2016-02-03 09:43:31,RT @StrongerInPress: Read @wdjstraw about why the draft #EUdeal will make Europe work better for Britain https://t.co/TZdJcBCHCV,Stay
Alan Brown,AlanBrownSNP,742637445586558976,2016-06-14 08:38:59,"RT @RichardLochhead: Gove forgot to mention it was Tories that took Scots fishers into #CFP &amp; labelled Scots industry ""expendable"" #EUref h…",Stay
Alan Brown,AlanBrownSNP,740550062040883204,2016-06-08 14:24:28,RT @scotstrongerin: #VoterRegistration is being extended for #EURef Visit https://t.co/7RWpkb04bj today! #StrongerIn https://t.co/OvZ1N7vCSh,Stay
Alan Brown,AlanBrownSNP,738328266763866112,2016-06-02 11:15:50,RT @jonsnowC4: FOR ALL OUR TOMORROWS: times is running out: Register for EU vote  by 7th June: https://t.co/91NqHVqxgb https://t.co/dBcb8qH…,Stay
Alan Brown,AlanBrownSNP,737673354484846592,2016-05-31 15:53:27,RT @lindahillWK: @AlanBrownSNP talking EU and @the_aabw @sarahscreative #ayrshire #weknowawomanthatcan https://t.co/aVvBsURy6k,Stay
Alan Brown,AlanBrownSNP,734767299811549184,2016-05-23 15:25:50,RT @theSNP: .@NicolaSturgeon @CarolineLucas &amp; @LeanneWood on the positive case for #VoteRemain in #EUref https://t.co/UGawZt9Uqh https://t.…,Stay
Alan Brown,AlanBrownSNP,733254258330603521,2016-05-19 11:13:33,RT @Elena4SW: My lunchtime reading! Thanks @AlynSmithMEP #EUreferendum  https://t.co/KOGqqOMXbY https://t.co/OhXmX1a27C,Stay
Alan Brown,AlanBrownSNP,733241642241687552,2016-05-19 10:23:25,Please ensure your voice is heard in #EUref register to vote! https://t.co/HnvjtJmDxt,Stay
Alan Brown,AlanBrownSNP,732892273889923072,2016-05-18 11:15:09,"#QueensSpeech being roundly described as ""vanilla"" and ""lacking ambition"" no surprises there with #EUreferendum looming",Stay
Alan Brown,AlanBrownSNP,705008824508407808,2016-03-02 12:36:16,RT @DMcCaffreySKY: SNP's @AngusRobertson pushes PM to be positive in EU referendum and reject 'Project Fear'. #PMQs,Stay
Alan Brown,AlanBrownSNP,704295997955051520,2016-02-29 13:23:45,RT @theSNP: Read @NicolaSturgeon’s #EUref speech to @resfoundation in full here: https://t.co/muSaQi54zb #VoteIN https://t.co/KbU2T1tHGF,Stay
Alan Brown,AlanBrownSNP,703276726546202624,2016-02-26 17:53:32,"European Referendum, the Fiscal Framework and Opposing Tories welfare reforms: The SNP's Week in Westminster. https://t.co/bUiyf0CUZM",Stay
Alan Brown,AlanBrownSNP,701804528891518976,2016-02-22 16:23:33,"RT @theSNP: .@AngusRobertson ""The SNP is a pro-European party and will campaign to see the UK remain in the EU."" #EUreferendum https://t.co…",Stay
Alan Brown,AlanBrownSNP,701804474910818304,2016-02-22 16:23:20,RT @SkyNews: .@AngusRobertson on #EUref: never forget the lessons of history and turn our backs on our European neighbours https://t.co/6Gp…,Stay
Alan Brown,AlanBrownSNP,701797502304047106,2016-02-22 15:55:37,Tories obviously divided on #Brexit just witnessed the unusual sight of the PM being heckled from his own benches #NotSeekingReElection,Stay
Alan Brown,AlanBrownSNP,701796873754046467,2016-02-22 15:53:08,RT @callum_mccaig: It is a toss up during this EU statement between Cameron and Corbyn for who has less support amongst their backbench MPs.,Stay
Alan Brown,AlanBrownSNP,694868961930960896,2016-02-03 13:04:05,Supporting @AngusRobertson's demand PM ensures #EUreferendum held outwith any campaigning period for devolved elections,Stay
Alan Brown,AlanBrownSNP,694867033046040576,2016-02-03 12:56:25,RT @HumzaYousaf: Quite astounding that Jeremy Corbyn ignores his own colleagues in Wales &amp; requests a June EU Referendum. Labour's FM in Wa…,Stay
Alan Brown,AlanBrownSNP,694861456349753344,2016-02-03 12:34:15,"RT @ronniecowan: Here's the page from @HouseofCommons library paper on #euref 
PM quote re length of previous referendum period.#pmqs https…",Stay
Alan Brown,AlanBrownSNP,694858200814850048,2016-02-03 12:21:19,"RT @theSNP: .@AngusRobertson ""The FM's of Scotland, Wales &amp; NI have called for EU Ref to be deferred, PM must respect that""#PMQs https://t.…",Stay
Alan Brown,AlanBrownSNP,694857601918590977,2016-02-03 12:18:56,@AngusRobertson asking that #EUreferendum not held in June due to conflict with devolved elections,Stay
Alan Brown,AlanBrownSNP,685126212411326465,2016-01-07 15:49:52,RT @RichardLochhead: Tories refuse to commit to Scots farming &amp; admit no #Brexit Plan B!Utter hypocrisy given demand for #Indyref Plan B! h…,Stay
Alan Brown,AlanBrownSNP,664086571608612864,2015-11-10 14:25:51,RT @SemtaSkills: .@AlanBrownSNP mentions #manufacturing job losses in his constituency due to plant being moved to EU - good Q on long-term…,Stay
Alan Brown,AlanBrownSNP,638484491611336704,2015-08-31 22:52:19,"@CJuliaSM the Tories had their lowest vote share since the 1880s in Scotland😂 he can TRY to stop a second referendum, I'm sure that'll work😀",Stay
Alan Brown,AlanBrownSNP,618141632211369984,2015-07-06 19:37:04,Tory/Labour benches filling before our very eyes #mustbeavoteintheoffing #scotlandbill,Stay
Alan Brown,AlanBrownSNP,610867584611782656,2015-06-16 17:52:36,@SNP trying to help get fair purdah...Labour backing gov't by default through abstention once again #EUReferendum,Stay
Alan Brown,AlanBrownSNP,608371884347027456,2015-06-09 20:35:34,RT @EASNPYouth: @AlanBrownSNP Referendum showed how enlightened many 16&amp;17 year olds are.Many working&amp;contributing2 society&amp;should have the…,Stay
Alan Brown,AlanBrownSNP,608357580134580224,2015-06-09 19:38:44,Labour sat on hands and refused to back @theSNP's amendments to EU Ref Bill siding with the Tories disenfranchising our youth &amp; Eu Nationals,Stay
Alan Brown,AlanBrownSNP,608215383988912129,2015-06-09 10:13:42,@theSNP voting against the EU referendum Bill today due to its failure to meet standards in terms of inclusivity &amp; democratic participation,Stay
Alan Brown,AlanBrownSNP,602829237217849345,2015-05-25 13:31:04,RT @Mullferry7: @AlanBrownSNP If we live in the UK it affects us so should be allowed to vote in EU ref. What's the purpose of not letting …,Stay
Alan Brown,AlanBrownSNP,602813717189959680,2015-05-25 12:29:24,"Especially as citizens from Commonwealth countries &amp; EU countries Malta, RoI and Cyprus get to vote in the Tory's EU Ref plan. KB.",Stay
Alan Brown,AlanBrownSNP,602813455360532480,2015-05-25 12:28:22,"Referendums are about democracy, not nationality. That's why English, Welsh etc got to vote in the Indyref. Tory EUref plans are ridiculous.",Stay
Alan Brown,AlanBrownSNP,596534061734227968,2015-05-08 04:36:18,David Mundell saying the people who voted SNP weren't voting for another referendum. True. But you weren't saying that just yesterday.,Stay
Alan Brown,AlanBrownSNP,588433577332838400,2015-04-15 20:07:52,AB: We need to get the powers we were actually promised before the referendum #GE2015 #SNP #VoteSNP,Stay
Alan Brown,AlanBrownSNP,588404136078618624,2015-04-15 18:10:52,AB: Great turnout and it's great to see political engagement following the referendum. This isn't the referendum though,Stay
Alan Campbell,alancampbellmp,608034547264057344,2015-06-08 22:15:07,RT @PaulBrannenNE: Bad news for farmers in Northumberland for whom best deal is to stay in EU @NFUnortheast @NFUPolitical http://t.co/SOwYK…,Stay
Alan Campbell,alancampbellmp,588096495729119232,2015-04-14 21:48:25,"Tory Manifesto: North East Chamber of Commerce says prospect of EU referendum or worse still EU exit casts ""dark cloud over our economy"".",Stay
Alan Campbell,alancampbellmp,584997393688621057,2015-04-06 08:33:42,"RT @Jude_KD: British exit from the EU would be damaging for the North East, says new report http://t.co/llwU11i8ch",Stay
Alan Campbell,alancampbellmp,558533400802648064,2015-01-23 07:55:14,"RT @KevanJonesMP: Pressure on North East foodbanks could be eased by £22m EU fund, politicians tell PM http://t.co/kfxvh3WV41",Stay
Alan Mak,AlanMakMP,702103165257306113,2016-02-23 12:10:13,RT @ChristianJMay: Alan Mak declares his backing for the PM on EU referendum. He'll set out his thoughts in tomorrow's @CityAM,Stay
Alan Mak,AlanMakMP,702101295059103745,2016-02-23 12:02:47,My statement on the first #EUReferendum for 41 years delivered by @David_Cameron #EURef: https://t.co/bw5aBa2ROv https://t.co/7ayWnddZ73,Stay
Alan Mak,AlanMakMP,674324760118075392,2015-12-08 20:28:45,RT @HouseofCommons: MPs debate Lords amendments to the #EUReferendum Bill from approx 12.45pm today https://t.co/IlWsMnbkvt #EUref,Stay
Alan Mak,AlanMakMP,674324184915427329,2015-12-08 20:26:28,Speaking in today's #EUReferendum Bill debate in @Houseofcommons with #Europe Minister @DLidington https://t.co/msAaJS80Gx,Stay
Alan Mak,AlanMakMP,613758667838595072,2015-06-24 17:20:44,Busy day in @HouseofCommons on 23/6. Backing UK's EU #Rebate &amp; against #votesforprisoners reflecting #Havant views http://t.co/WTaVCo4qJI,Stay
Alan Mak,AlanMakMP,608546153911713792,2015-06-10 08:08:03,"RT @2015Maidens: 94. Alan Mak @AlanMakMP (Con, Havant) - EU Referendum Bill Second Reading http://t.co/ymoBFaaHM7",Stay
Alan Mak,AlanMakMP,608373909617000452,2015-06-09 20:43:37,"RT @anderson11115: @AlanMakMP Well said in EU Referendum Bill debate today, what you said was Brilliant",Stay
Alan Mak,AlanMakMP,608373859428007936,2015-06-09 20:43:25,RT @LittleFishery: Excellent maiden speech by @AlanMakMP #Havant during EU Referendum Bill debate. 40 years on it is time to #LetBritainDec…,Stay
Alan Whitehead,alanwhiteheadmp,725774121070678016,2016-04-28 19:50:09,Thank you Erasmus Soc at Soton Uni for inviting me along to talk about EU and the referendum. Really good session. https://t.co/aUFFNWFnCD,Stay
Alan Whitehead,alanwhiteheadmp,724537384860278784,2016-04-25 09:55:48,Thanks @KerryMP for visiting S.C.R.A.T.C.H creatively combating hardship and reducing waste. Part funded by EU funds https://t.co/MQ0RPfuTaY,Stay
Alan Whitehead,alanwhiteheadmp,461452285349228544,2014-04-30 10:29:32,Tues 6th May is last day to register to vote before EU &amp; Council elections. Make sure your voice is heard http://t.co/wkuCbVLB5u,Stay
Albert Owen,AlbertOwenMP,744290017065963524,2016-06-18 22:05:42,RT @William_Bain: Brilliant front page from @Sunday_Mail backing #VoteRemain this Thursday #StrongerIn #EURef https://t.co/vEKcBW2Erq,Stay
Albert Owen,AlbertOwenMP,744205221711220737,2016-06-18 16:28:46,RT @Jo_Cox1: My hubby @MrBrendanCox &amp; children taking part in the battle of the #Thames - because we're #StrongerIn #Remain https://t.co/6J…,Stay
Albert Owen,AlbertOwenMP,743914931330887680,2016-06-17 21:15:15,"RT @Jo_Cox1: Immigration is a legitimate concern, but it’s not a good reason to leave the EU @yorkshirepost #Remain #StrongerIn
https://t.c…",Stay
Albert Owen,AlbertOwenMP,743774026313662464,2016-06-17 11:55:21,As a mark of respect to my colleague Jo Cox I am cancelling all EU campaigning today and reducing some other appointments.,Stay
Albert Owen,AlbertOwenMP,743731914884841472,2016-06-17 09:08:01,RT @DeansOfCardiff: No #EUref debate in Swansea tonight https://t.co/MKAa86fLgG,Stay
Albert Owen,AlbertOwenMP,743152922314346497,2016-06-15 18:47:18,RT @FullFact: Official definitive @UKStatsAuth statement on the UK's EU membership fee and rebate https://t.co/WJsl3U4sZp #bbcqt https://t.…,Stay
Albert Owen,AlbertOwenMP,743104441725915136,2016-06-15 15:34:39,RT @Dawn_Bowden: Delighted to have spoken in the debate in Senedd today to confirm my support for remaining within the European Union #Vote…,Stay
Albert Owen,AlbertOwenMP,743080662719168512,2016-06-15 14:00:10,RT @marcuschown: #EUref #EUreferendum https://t.co/pVhnQDAELr,Stay
Albert Owen,AlbertOwenMP,742976114302259200,2016-06-15 07:04:44,RT @BBCBusiness: Rolls-Royce: 'Brexit heightens investment risk' https://t.co/Sn0wSSDcs6,Stay
Albert Owen,AlbertOwenMP,742811964263501824,2016-06-14 20:12:27,RT @jamesmb: Boris knows that leaving the EU would be bad for Britain. #StrongerIn #specbrexit #euref https://t.co/6Wkw5uVVby,Stay
Albert Owen,AlbertOwenMP,742797313924583424,2016-06-14 19:14:14,RT @JulieJamesAM: Co-operation means standing together- in #Europe too. Proud to be #remain #strongerin #euref via @coopparty https://t.co/…,Stay
Albert Owen,AlbertOwenMP,742289284548464640,2016-06-13 09:35:31,RT @UKLabourIN: Pulling up the drawbridge and quitting the EU will not enhance our national sovereignty - @hilarybennmp https://t.co/2THOHy…,Stay
Albert Owen,AlbertOwenMP,741923667177771009,2016-06-12 09:22:41,"RT @UKLabour: Watch this: Gordon Brown makes his passionate case for a vote to Remain on 23 June. Spread the word and RT →
#EUref
https://t…",Stay
Albert Owen,AlbertOwenMP,741608196234719233,2016-06-11 12:29:07,RT @jeremycorbyn: In #Aberdeen talking with students about the decision they make on 23 June #EUref https://t.co/twoTcUvx10,Stay
Albert Owen,AlbertOwenMP,741539570630676481,2016-06-11 07:56:25,"Looking forward to a diverse day of Dog sitting &amp; walking, cooking, #VoteRemain EU leafleting, and of course #EURO2016 Edrych ymlaen nawr",Stay
Albert Owen,AlbertOwenMP,741000541615083521,2016-06-09 20:14:30,"RT @wdjstraw: Eagle: ""Which rights would they take away?"" Boris avoids Q but said ""scrap the social chapter"" #StrongerIn #ITVEURef https://…",Stay
Albert Owen,AlbertOwenMP,740882763352576000,2016-06-09 12:26:30,RT @GutoBebb: Worth a read.  Sad that the degree of paranoia highlighted is becoming typical of the leave campaign #StrongerIn https://t.co…,Stay
Albert Owen,AlbertOwenMP,740496429039374336,2016-06-08 10:51:21,"RT @MenterMon: 12 tidal stream turbine manufacturers from the UK, EU and N America have tendered for berths in the @morlaisenergy tidal zon…",Stay
Albert Owen,AlbertOwenMP,740495487795613696,2016-06-08 10:47:36,"RT @HulbertMathew: This quote-by one of my heroes, Robert F. Kennedy-fits perfectly with those advocating 'Brexit.' #StrongerIN #EUref http…",Stay
Albert Owen,AlbertOwenMP,740480394026455040,2016-06-08 09:47:38,"RT @WalesStrongerIn: Welsh businesses are #StrongerIn - hear them tell us why in their own words
https://t.co/Oz78EI6Efg",Stay
Albert Owen,AlbertOwenMP,740241934577467392,2016-06-07 18:00:04,RT @WalesStrongerIn: Sir Terry Matthews says Wales is #StrongerIn https://t.co/74XNPo7oSy,Stay
Albert Owen,AlbertOwenMP,740079121347280896,2016-06-07 07:13:07,RT @StrongerInPress: Major intervention from Hitachi boss. It's clear jobs and investment are safer in Europe #StrongerIn https://t.co/ybMD…,Stay
Albert Owen,AlbertOwenMP,740078992867364864,2016-06-07 07:12:36,"RT @StrongerIn: The Leave campaign want to rip up vital rights like paid holidays by leaving the EU - UK workers are #StrongerIn
https://t.…",Stay
Albert Owen,AlbertOwenMP,740078949573767168,2016-06-07 07:12:26,RT @MartinSLewis: No spin. What are the facts? My 'how to vote in the EU referendum' guide now live https://t.co/r1uLi9bTtQ RT,Stay
Albert Owen,AlbertOwenMP,740056740490797056,2016-06-07 05:44:11,"RT @EdwardInEurope: Just look at this, fully signed-off EU accounts as recently as 2014.
Another myth to be buried deep. #StrongerIn https:…",Stay
Albert Owen,AlbertOwenMP,740053410075049984,2016-06-07 05:30:57,Local Jobs and major future investment depends on us remaining in EU #VoteRemain  https://t.co/1U9mFxvRSQ,Stay
Albert Owen,AlbertOwenMP,740053410020532224,2016-06-07 05:30:57,Hitachi boss says Brexit would 'force rethink' of UK operations and jobs https://t.co/XgTDA6S2Qy Clear statement that Remain is best 4 jobs,Stay
Albert Owen,AlbertOwenMP,739935212428218370,2016-06-06 21:41:16,"RT @LilianGreenwood: Hitachi boss: ""Take away the UK's membership of the EU &amp; the future investment case looks very different""#VoteRemain h…",Stay
Albert Owen,AlbertOwenMP,739932053978894336,2016-06-06 21:28:43,RT @UKLabour: The EU ensures fair rules and stops a race to the bottom for workers' rights. Agree with @hilarybennmp? RT → https://t.co/Ps9…,Stay
Albert Owen,AlbertOwenMP,739931056929935364,2016-06-06 21:24:45,RT @WalesStrongerIn: .@NevilleSouthall - the safest pair of hands in Welsh history - says our future is #StrongerIn https://t.co/ZBygKlT8GG,Stay
Albert Owen,AlbertOwenMP,739875310745858049,2016-06-06 17:43:14,"RT @MonFMRadio: Referendwm Ewrop:

European Referendum:

Foru (Mehefin 7fed) ydi’r diwrnod olaf i bobl gofrestru i bledleisio yn... https:/…",Stay
Albert Owen,AlbertOwenMP,739823422650339328,2016-06-06 14:17:03,"RT @bbclaurak: IFS-Gove's claim we'd have 8bn to spend on NHS is wrong- Brexit wd 'leave us spending less on public services, or taxing or…",Stay
Albert Owen,AlbertOwenMP,739778162037534720,2016-06-06 11:17:12,"RT @OwenJones84: Brexit isn't inevitable. But if that tweet shocked you, you have 17 days to stop it from happening.",Stay
Albert Owen,AlbertOwenMP,739754164260065280,2016-06-06 09:41:51,@elgan22 If we're out of EU we're out of the Social Chapter and a new Bill of Rights Tories propose will not be the same-,Stay
Albert Owen,AlbertOwenMP,739711059985092608,2016-06-06 06:50:34,@Dungarvo @holyislandvicar Currently part of EU social chapter-Leading Tories in Leave campaign oppose them and implement anti-Union laws.,Stay
Albert Owen,AlbertOwenMP,739579081818279936,2016-06-05 22:06:08,"RT @Robster65: @AlbertOwenMP @DPJezHemming Farage is always complaining about EU maternity leave laws. If they'll scrap that, they'll scrap…",Stay
Albert Owen,AlbertOwenMP,739573810387648512,2016-06-05 21:45:11,@Robbill123 @UKLabour Only because a Labour Govt adopted EU social chapter-Tories opposed and Gove &amp; Co will erode further-it's in their DNA,Stay
Albert Owen,AlbertOwenMP,739571921034043392,2016-06-05 21:37:41,RT @guardian: UK trade union leaders call on 6m members to vote against Brexit https://t.co/ZxxrsUlV5B,Stay
Albert Owen,AlbertOwenMP,739570850001719296,2016-06-05 21:33:25,I'm calling on the Leave campaign to say which workers' rights they'd scrap if we left the EU – The Labour Party https://t.co/Ue7jwK9XYz,Stay
Albert Owen,AlbertOwenMP,738684666425794561,2016-06-03 10:52:03,RT @fiannafailparty: .@MichealMartinTD on #Brexit. You can register to vote by June 7. #PhoneAFriend https://t.co/gADaixgYxZ,Stay
Albert Owen,AlbertOwenMP,737894712011546624,2016-06-01 06:33:03,TUC chief ridicules 'phoney' Brexit campaigners https://t.co/bz0MzxuFdH A sensible well written article on why #RemainINEU 4 jobs &amp; workers,Stay
Albert Owen,AlbertOwenMP,737746617571368964,2016-05-31 20:44:34,RT @theNukeGuy: @RhunapIorwerth @AlbertOwenMP @WalesStrongerIn does that go for the #Union as well?,Stay
Albert Owen,AlbertOwenMP,737722083090784256,2016-05-31 19:07:05,RT @UKLabour: Make sure you &amp; your friends are ready to vote in the #EUref. One week left to register → https://t.co/5CsLmqeuNm https://t.c…,Stay
Albert Owen,AlbertOwenMP,737575075059109888,2016-05-31 09:22:56,RT @labourpress: .@jeremycorbyn writes blog for @HuffingtonPost urging young people to vote in the #EUref https://t.co/lBCuMjSjLV,Stay
Albert Owen,AlbertOwenMP,737179430854987776,2016-05-30 07:10:47,"RT @wdjstraw: ""No thanks Ukip, We love being in Europe"". Liverpool fans tell it how it is #StrongerIn #EuropaLeagueFinal https://t.co/lFFYP…",Stay
Albert Owen,AlbertOwenMP,736688543519625216,2016-05-28 22:40:10,RT @StrongerIn: Quote of the night from the Leave Campaign. Sums up their whole argument in 4 words. #StrongerIn #BBCDebate https://t.co/L6…,Stay
Albert Owen,AlbertOwenMP,736688397906026496,2016-05-28 22:39:35,"RT @soniasodha: In our Observer poll of over 600 economists by @IpsosMORI, 88% said Brexit would damage Britain's growth prospects:

https:…",Stay
Albert Owen,AlbertOwenMP,736674018116395009,2016-05-28 21:42:27,"RT @UKLabourIN: Leaving the EU would badly hit our economy, meaning less money for our NHS. Alan explains why →
#LabourInForBritain
https:/…",Stay
Albert Owen,AlbertOwenMP,736527834001375232,2016-05-28 12:01:34,RT @BuzzFeedUKPol: We got Ed Miliband to use Snapchat to try to convince young people to vote in #EUref https://t.co/SRjvDpwukJ https://t.c…,Stay
Albert Owen,AlbertOwenMP,735504416279793664,2016-05-25 16:14:52,RT @jmorris1972: Facts are fun. #Brexit #EUref #StrongerIn https://t.co/36vdyjrc5F,Stay
Albert Owen,AlbertOwenMP,734851445925810176,2016-05-23 21:00:12,"RT @ParlyApp: Speaker asks for a vote on #EUreferendum - ""in this audience it's predominantly in favour of staying in."" https://t.co/iJd4UX…",Stay
Albert Owen,AlbertOwenMP,734733706577973248,2016-05-23 13:12:20,RT @welshlabour: Mae Llafur yn credu bod Cymru'n well ei byd yn Ewrop. Rhannwch os ydych yn cytuno → #LlafurIMewn #EUref https://t.co/EEK77…,Stay
Albert Owen,AlbertOwenMP,734300481078595586,2016-05-22 08:30:51,RT @YnysMonLabour: #EUref Deadline to register to vote in the #referendum is 7 June @AngleseyScMedia https://t.co/FDbs0ilI8G #Anglesey,Stay
Albert Owen,AlbertOwenMP,734083679283249154,2016-05-21 18:09:22,RT @IvanaBartoletti: Gordon Brown is right: we need cooperation to solve the big issues of today&amp;build a better future #StrongerIn #EUref h…,Stay
Albert Owen,AlbertOwenMP,734073862929973248,2016-05-21 17:30:22,RT @YnysMonLabour: #EUref positive message for #Remain on #Anglesey today @AlbertOwenMP #LabourInForBritain @WalesStrongerIn https://t.co/j…,Stay
Albert Owen,AlbertOwenMP,734066516057067521,2016-05-21 17:01:10,Good to campaign on #VoteRemain with #WalesStrongerIn in M. Bridge &amp; working together across party lines #Ynys Mon https://t.co/nZHkDLaY3Y,Stay
Albert Owen,AlbertOwenMP,733939514633277444,2016-05-21 08:36:30,RT @RhunapIorwerth: Dewch am sgwrs i Borth:Pop to MenaiBridge (square1130) to chat w/ me&amp; @AlbertOwenMP about why we're @WalesStrongerIn ht…,Stay
